TwoClass	FourClass	ID	Text	https	http	Trump	people	police	country	America	President	Obama	Donald	state	U.S.	government	children	law	veterans	Americans	Hillary	time	day	God	Clinton	man	border	years	States	flag	world	refugees	illegals	life	immigration	nation	way	today	history	United	New	nothing	heroes	Muslims	citizens	freedom	video	war	immigrants	officer	lives	woman	officers	year	family	aliens	home	House	security	rights	media	care	benefits	times	soldiers	things	morning	men	American	school	cops	women	politicians	attack	something	news	Islam	patriots	money	terrorists	parents	city	thing	laws	criminals	Muslim	attacks	Black	child	York	wall	policy	share	right	administration	welfare	everyone	percentage	liberals	part	health	thousands	office
F	FNT	FN_TWT_IRAhandle_2168	...and she laughs without fear of the future. Proverbs 31:25 https://t.co/pUgMBIFNpl #liketkitâ€_ https://t.co/WqLs9H2hLE	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2169	Yall need go see @IAmJustNesh and @DeRayDavis this weekend @HeliumComedySTL . Perfect end to my 4/20 yesterday.																																																																																																				
F	FNT	FN_TWT_IRAhandle_2170	May you receive today and every day all the good life has to offer you!																				3											3				2																																																																	
F	FNT	FN_TWT_IRAhandle_2171	Check out #NewMusic 4m artist @thereal_unovee  â€œDavid Beckhamâ€ù (Click) https://t.co/9rJC0VIM83 @virdiko via @djmshypnotique	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2172	Milk got UNC! #GoHeels #NationalChampionship https://t.co/JrYx5shhJe	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2173	I got some dope on the scale for serious rappers looking for that work https://t.co/qNaj2L1GdJ	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2174	BRIEF-Radcom announces proposed public offering of $20 mln of ordinary shares: * Radcoms lar... https://t.co/wVTJNMZruW via @josephjett	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2175	Only the cheapest travelers regularly dodge airline fees https://t.co/WLMFM31mZD https://t.co/PGHoe0FVkF	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2176	#spinrilla  Best $5.99 promotion for  #Spinrilla #mixtape  click link for details 1700 plays 5k views 500... https://t.co/mHfei43uC7	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2177	#BlackSkinIsNotACrime https://t.co/FTtjxpKv25	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2178	#NowPlaying Draco by @2Chainz on https://t.co/1jS42R66sy https://t.co/ppNPraTfNE	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2179	"_Ÿ_¶Sad to see the old #SlaveMill  Is grinding slow, but grinding still _Ÿ_¶  I felt this song in my soul _Ÿ˜”_Ÿ˜¢_Ÿ˜£ #StonyHill #DamianMarley"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2180	Are you a mother? Because first impressions are everything when it comes to whos guiding your children.  https://t.co/EFkywI1anQ	0													0																																																																																						
F	FNT	FN_TWT_IRAhandle_2181	I wish that I could wake up with amnesia and forget about the stupid little things.																																																															-2																																					
F	FNT	FN_TWT_IRAhandle_2182	Friendship is the best medicine. â€“Doc McStuffins																																																																																																				
F	FNT	FN_TWT_IRAhandle_2183	@Jenn_Abrams thats awful statistics ï¿_ what we can do to reduce the numbers?																																																																																																				
F	FNT	FN_TWT_IRAhandle_2184	Cant Hide From Reality: Florida Mayors Request Climate Change Meeting With Senator #GOPDebate #StopTheGOP																																																																																																				
F	FNT	FN_TWT_IRAhandle_2185	FLASHBACK : Hypocrite Kathy Griffin Scolded Elisabeth Hasselbeck for Disrespecting Obama https://t.co/CWwNmI3xcv https://t.co/57xThc31Fe	-5								-5																																																																																											
F	FNT	FN_TWT_IRAhandle_2186	"SHOCK STAT : Ramadan Hits a Grim Milestone With 1,003 Deaths https://t.co/cEpdD0GUdM https://t.co/vGXGR2IlHx"	-6																																																																																																			
F	FNT	FN_TWT_IRAhandle_2187	Celebration set for 50 years after landmark Gary election https://t.co/gzRycUhmwf	2																								2																																																																											
F	FNT	FN_TWT_IRAhandle_2188	France votes as Macron seeks majority https://t.co/diOEoeepnu https://t.co/Dlf8AJO08k	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2189	Conservative billionaire hatches plan to keep GOP in power through 2030 https://t.co/tMusOTS5ot https://t.co/KAdMeKst4I	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2190	"Donald Trump holds first meeting of full Cabinet, pledges prosperity for Americans https://t.co/mCcA7lBUnb"	2		2							2							2																																																																																			
F	FNT	FN_TWT_IRAhandle_2191	"Donald Trumps tweets slam the media, 9th Circuit Court of Appeals https://t.co/9vl1ZnAjYs https://t.co/RrlKWhPOUH"	-2									-2																																																-2																																										
F	FNT	FN_TWT_IRAhandle_2192	"Major advertiser â€˜repulsedâ€™ by Megyn Kelly controversy, pulls ads from NBC https://t.co/UnGyJOKiQu https://t.co/ogbnpEz0Mg"	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2193	BREAKING : â€œRoseanneâ€ù Sitcom Returns to Highlight Trump-era America https://t.co/kpMNujyDgR https://t.co/tqI8jzIzhY	0		0				0																																																																																													
F	FNT	FN_TWT_IRAhandle_2194	Inside the Beltway: Trump birthday inspires patriots and protesters https://t.co/bTchENOioJ https://t.co/w2wEzpFDqp	1		1																																																																								1																									
F	FNT	FN_TWT_IRAhandle_2195	Rep. Mo Brooks: Capitol Police officer ignored his own injuries to help Majority Whip Steve Scaliseâ€_ https://t.co/rSX4Pn4j7a	-2				-2																																										-2																																																					
F	FNT	FN_TWT_IRAhandle_2196	GOP congressman: Trump â€˜partially to blameâ€™ for climate that led to Alexandria shooting https://t.co/rOE5EG0kQa https://t.co/I7bI5g5qDZ	-4		-2																																																																																																	
F	FNT	FN_TWT_IRAhandle_2197	"TRUMP STRIKES BACK: Right After Comey Testimony, Trumpâ€™s Lawyer Did The UNTHINKABLE https://t.co/29gfy9ujzK https://t.co/uVS4lsMJjP"	0		0																																																																																								0									
F	FNT	FN_TWT_IRAhandle_2198	Russia hacking the election = WMDs in Iraq 2.0 https://t.co/7Fnl62tXeC	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2199	VIDEO : Mad Maxine is STILL Ranting About Impeachment https://t.co/zMnKxK0Trs https://t.co/v1VfcQEarq	-2																																											-2																																																								
F	FNT	FN_TWT_IRAhandle_2200	Trump Supporters React to Keith Olbermannâ€™s Calls for Trumpâ€™s Impeachment https://t.co/fVQv5RGYXO https://t.co/dmH1L4bKiU	0		2																																																																																																	
F	FNT	FN_TWT_IRAhandle_2201	Falwell Wonders Why Liberals Donâ€™t Ask Muslim Mosques to Perform Gay Weddings? https://t.co/fkawEhenRo https://t.co/Jtueaw2Nym	0																																																																																		-2													-2				
F	FNT	FN_TWT_IRAhandle_2202	It was my pleasure !RT @MoChroi1965: #KATHYMy daughter @EmmyPalmer met u last night. U made her life. Thanks for being so sweet to her.																															0																																																																					
F	FNT	FN_TWT_IRAhandle_2203	@MariaSharapova earlier at @shaws star market in Boston ï¿_ï¿_ï¿_ï¿_ï¿_ #Sugarpova https://t.co/H703ANBrRl	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2204	What we do need to do is to find ways to incorporate advice about warm-heartedness into our education system.																																																																																																				
F	FNT	FN_TWT_IRAhandle_2205	wooow Happy Thanksgiving  Dont eat meat this week #KochFarms https://t.co/70eZN1cSwE	6																																																																																																			
F	FNT	FN_TWT_IRAhandle_2206	"Even when Im old and grey, I wont be able to play it, but Ill still love the game. -Michael Jordan"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2207	One night â€“ one love https://t.co/yhF35eBzB0	3																																																																																																			
F	FNT	FN_TWT_IRAhandle_2208	More than 200 new Louisiana laws take effect today; 13 you should know about https://t.co/A1qy80OW4x https://t.co/0ZefUCZGjK	0																																		0			0																																											0																			
F	FNT	FN_TWT_IRAhandle_2209	Louisiana flooding: 7 things you need to know Monday morning https://t.co/mqq8AxMl1r	0																																																														0	0																																				
F	FNT	FN_TWT_IRAhandle_2210	Family mourns father of 1 killed in Marrero Sunday https://t.co/8HSmidpIVl	-7																																																			-7																																																
F	FNT	FN_TWT_IRAhandle_2211	#may BREAKING! They are Going After George Washington! https://t.co/54qWryboLZ #mayy https://t.co/LvYxChLxoD	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2212	"Drivers wont have to pay for I-12 tows, Louisiana State Police say https://t.co/BQzujQsSXE"	0				0						0																																																																																									
F	FNT	FN_TWT_IRAhandle_2213	Follow updates from Saints-Texans practice starting at 8:30 a.m. Thursday https://t.co/ph6fmogUha	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2214	What grade did your New Orleans neighborhood streets get? https://t.co/fJQG1gCC9c	0																																					0																																																														
F	FNT	FN_TWT_IRAhandle_2215	https://t.co/nY3FffTpp3 to turn flooded Gentilly home into museum attraction https://t.co/UA5BoMSy5P	2																																																					2																																														
F	FNT	FN_TWT_IRAhandle_2216	Did New Orleans flood victims get Sewerage &amp; Water Boarded?: Opinion https://t.co/zOgah6egsd https://t.co/U0YKGdRD2c	0																																					-3																																																														
F	FNT	FN_TWT_IRAhandle_2217	Why law center says White Lives Matter is hate group but Black Lives Matter is not https://t.co/oNwd3ij5tl	-4														-4																																	-4																																					-4															
F	FNT	FN_TWT_IRAhandle_2218	"#topl RT TheLastRefuge2: In other words, Canada supports third party dumping because the origin of the auto parts is China. U.S. should wâ€_"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2219	"Emmys 2016 winners list: Did your favorite TV shows, stars win? https://t.co/kotPbjsph1"	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2220	"LSU may be losing ground on Texas KLavon Chaisson, Levi Jones and Marvin Wilson https://t.co/qyoh72ML21"	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2221	5 delicious new restaurants in New Orleans https://t.co/iqHr7s1LwE	3																																					3																																																														
F	FNT	FN_TWT_IRAhandle_2222	Sean Payton explains why Saints returner Marcus Murphy was inactive in Week 2 https://t.co/KfRIz1nQvQ	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2223	"Les Miles out at LSU; Ed Orgeron interim coach, sources say https://t.co/z0VRdYQcBW"	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2224	Alvin Gentry says 60 percent of their training camp emphasis involves defense https://t.co/ISnjKMEbJB	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2225	"Saints WR Willie Snead to sit out Monday night, reports say https://t.co/8ANBQOKEWJ"	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2226	"Mount Carmel student dies of brain cancer, family guns for cure https://t.co/IZ8LLDgRGr"	-6																																																			-6																																																
F	FNT	FN_TWT_IRAhandle_2227	#topl RT RodStryker: MilitaryPostman thebradfordfile jimlibertarian carrieksada StacyLStiles W_C_Patriot GartrellLindaâ€_ â€_																																																																																																				
F	FNT	FN_TWT_IRAhandle_2228	"Magazine Street cyclist did everything right, catastrophe still found her https://t.co/JvU5laJdmF"	-4																																																																																										-4									
F	FNT	FN_TWT_IRAhandle_2229	5th Circuit ponders New Orleans Confederate monuments https://t.co/MyyIlovUic	0																																					0																																																														
F	FNT	FN_TWT_IRAhandle_2230	9-hour SWAT standoff ends at New Orleans East apartment https://t.co/UAvNllrWsZ	0																																					0																																																														
F	FNT	FN_TWT_IRAhandle_2231	Green and blue all over at Tulane University pre-season tea https://t.co/h4I1b1KAP6	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2232	Marsh creation closes part of wildlife refuge in New Orleans https://t.co/wNWpFP0eRx	0																																					0																																																											0			
F	FNT	FN_TWT_IRAhandle_2233	#topl RT thebradfordfile: .RepJerryNadler: EVERY REPUBLICAN MUST SIGN A CENSURE OF THE PRESIDENT. If not--are your ANTIFA thugs in black â€_								-2																																																																													0															
F	FNT	FN_TWT_IRAhandle_2234	#mar RT winegirl73: Bless your Heart âù_ï¸è   I pray for you _Ÿ™‹ https://t.co/FLoU3JOBFa #just	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2235	Ukrainian health official says 25 people killed by swine flu  #health				-4																																																																																														-4		
F	FNT	FN_TWT_IRAhandle_2236	"U.S. issues travel alert over Zika virus in Latin America, Caribbean  #health"							0																																																																																											0		
F	FNT	FN_TWT_IRAhandle_2237	CDC issues guidelines for pregnant women during Zika outbreak  #health																																																																					-2																													-2		
F	FNT	FN_TWT_IRAhandle_2238	"Sexually active U.S. teens, young adults not getting HIV tests  #health"																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2239	Doctors get less aggressive care before death  #health																																																											-4																																							-4		
F	FNT	FN_TWT_IRAhandle_2240	Novo aims to be ahead of pharma pack with Iran investment  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2241	India issues alert to deter use of Roches Avastin drug for eyes  #health																																																																																																		-2		
F	FNT	FN_TWT_IRAhandle_2242	Freedom to Sled Returns to Capitol Hill for Promised Epic Storm  #politics																																											0																																																									
F	FNT	FN_TWT_IRAhandle_2243	Pregnant women in scarcity-hit Venezuela battle to dodge Zika  #health																																																																					-4																													-4		
F	FNT	FN_TWT_IRAhandle_2244	"Maternal obesity, diabetes tied to increased autism risk in kids  #health"																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2245	Former Carson Campaign Manager Says Trump Likely to Win Nomination  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2246	European drugs agency reappoints head after hiring debacle  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2247	Meditation linked to lower stress among prison inmates  #health																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2248	Athletes are best judges of whether theyâ€™re overtraining  #health																																																																																																		2		
F	FNT	FN_TWT_IRAhandle_2249	Rubio: Trump Wrong to Blame Bush for 9/11  #politics			-4																																																																																																	
F	FNT	FN_TWT_IRAhandle_2250	Donald Trump Huge on Ego in Bloomberg Politics/Des Moines Register Iowa Poll  #politics			0							0																																																																																										
F	FNT	FN_TWT_IRAhandle_2251	Babies should sleep in parentsâ€™ room to help prevent SIDS  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2252	"Processed meat can cause cancer, red meat probably can - WHO  #health"																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2253	Old drug may help keep Alzheimers patients out of nursing homes  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2254	Exclusive: EpiPen price hikes add millions to Pentagon costs  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2255	With All Due Respect: Best of the Week (10/30/16)  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2256	"Comey Made â€˜Serious Mistake,â€™ Former AG Holder Writes in Op-Ed  #politics"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2257	Summit and Sarepta to collaborate on muscular dystrophy drug  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2258	"GOP Leads in Ohio, Pa. Senate Races; Fla. Tightens: Quinnipiac  #politics"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2259	DNC Releases Post-Mortem on 2014 Midterm Elections Losses  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2260	Data does not support nod for BioMarins DMD drug: FDA staff  #health																																																																																																		-1		
F	FNT	FN_TWT_IRAhandle_2261	#topl RT blazebandit2015: My 4th Great Grand father fought for the Union Army... So I won that war.  #SaveAmericanHistory â€_																																													-3																																																							
F	FNT	FN_TWT_IRAhandle_2262	Oklahoma hospital will not charge homecoming crash victims for ER treatment  #health																																																																																																		-3		
F	FNT	FN_TWT_IRAhandle_2263	#may COMPARISON VIDEO: Trump Condemns Hate While Obama Defends it https://t.co/T4QTKRn7kX #mayy https://t.co/yn6jjWBcsJ	-6		-6						-6																																			-6																																																								
F	FNT	FN_TWT_IRAhandle_2264	Novo weighs options before crucial Victoza heart study data  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2265	"Mexico top court OKs marijuana use, could pave way for legalization  #health"																																		0																																																																0		
F	FNT	FN_TWT_IRAhandle_2266	Families can safely choose antibiotics over appendix surgery for kids  #health																																																																																																		2		
F	FNT	FN_TWT_IRAhandle_2267	Mistrial in Freddie Gray Case: Whatâ€™s Political Impact?  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2268	U.S. patients get higher radiation doses in some heart tests  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2269	France says found four new bird flu outbreaks  #health																																						-2																																																												-2		
F	FNT	FN_TWT_IRAhandle_2270	Carbylans osteoarthritis drug meets one of two main goals  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2271	Zika alarm sparks run on supply of scientific virus samples  #health																																																																																																		-3		
F	FNT	FN_TWT_IRAhandle_2272	Sanders Says â€˜Enormous Amountâ€™ of Waste in U.S. Govt  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2273	Drinking more coffee may undo liver damage from booze  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2274	Down to the wire  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2275	Iowa Winner Ted Cruz: Tonight a â€˜Victory For Grass Rootsâ€™  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2276	Can kids learn more when they exercise during lessons?  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2277	"Report Card: Rivals Take Trump On, But Dont Take Him Down  #politics"			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2278	LATAM Airlines says Zika worries not affecting Brazilian unit TAMs sales  #health																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2279	"Lives at risk unless WHO reforms, U.N. report says  #health"																																																-2																																																		0		
F	FNT	FN_TWT_IRAhandle_2280	Zika mosquitoes not guaranteed to lie low for Rio Olympics  #health																																																																																																		-2		
F	FNT	FN_TWT_IRAhandle_2281	Sleep deprivation tied to more false confessions  #health																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2282	Former House Speaker John Boehner Backs Kasich for President  #politics								0																																															0																																													
F	FNT	FN_TWT_IRAhandle_2283	Super-PACs Backing Ted Cruz Raise $6.02m in Feb.: FEC  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2284	France confirms case of mad cow disease  #health																																																																																																		-5		
F	FNT	FN_TWT_IRAhandle_2285	With All Due Respect (03/24/16)  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2286	Student-built exoskeleton mimics human knee  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2287	Florida legislature approves controversial abortion restrictions  #health																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2288	U.S. High Courts Birth-Control Compromise Gets Mixed Reaction  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2289	U.S. Election System Must Be â€˜Reformedâ€™: Trump in WSJ  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2290	With All Due Respect (04/15/16)  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2291	Trump Memo Projects Him as â€˜Prohibitive Favoriteâ€™: Wash. Post  #politics			2																																																																																																	
F	FNT	FN_TWT_IRAhandle_2292	More evidence links heartburn drugs to serious kidney problems  #health																																																																																																		-4		
F	FNT	FN_TWT_IRAhandle_2293	"Clinton Raises $29.5m in March, Lagging Sanders  #politics"																						0																																																																														
F	FNT	FN_TWT_IRAhandle_2294	President Obama Slams Corporate Inversions as Insidious  #politics								-5	-5																																																																																											
F	FNT	FN_TWT_IRAhandle_2295	Can Hillary Clinton Put Bernie Sanders Away and Avoid Convention Chaos?  #politics																		-4				-4																																																																														
F	FNT	FN_TWT_IRAhandle_2296	"#topl RT Etoo254: Treason,moles,radical Islamism,fierce revolutions,private equity investments.  #ConnectTheDots #may"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2297	Trump to Give â€˜Substantial Policyâ€™ Speech in N.D.: Rep. Cramer  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2298	Sanders Says â€˜I Look Forwardâ€™ to Debating Trump in California  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2299	"DuPont, Dow Getting What They Asked For: Tougher EPA Oversight  #politics"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2300	"Trump Makes Appeal to Bikers, Veterans at Rolling Thunder Event  #politics"			0													0																																																																																				
F	FNT	FN_TWT_IRAhandle_2301	Will Trump Raise Enough Campaign Cash?  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2302	Ted Cruz Ending Presidential Campaign: New York Times  #politics																																						0																							0																										0													
F	FNT	FN_TWT_IRAhandle_2303	Guinea declared free of active Ebola transmission: WHO  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2304	"Warren Endorses Clinton, Saying Sheâ€™ll â€˜Get Into This Fightâ€™  #politics"																						0																																																																														
F	FNT	FN_TWT_IRAhandle_2305	"Whole grain intake tied to longer, healthier life  #health"																															0																																																																			0		
F	FNT	FN_TWT_IRAhandle_2306	"With diabetes, losing weight lowers heart risks, even if you regain it  #health"																																																																																																		-5		
F	FNT	FN_TWT_IRAhandle_2307	Orlando Shooterâ€™s Words to Get Airing as U.S. Probes Motivation  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2308	McConnell Says Election Choice Between â€˜Unpopular Candidatesâ€™  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2309	"Hillary Clinton Speaks: Economic Policy, Donald Trump  #politics"			0							0								0				0																																																																			0											
F	FNT	FN_TWT_IRAhandle_2310	LEGO products have more aggressive themes since the 1970â€™s  #health																																																																																																		-3		
F	FNT	FN_TWT_IRAhandle_2311	Claire McCaskill Tells the Media to Calm Down About Bernie Sanders  #politics																																																										2																																										
F	FNT	FN_TWT_IRAhandle_2312	Bangladesh gets $150 million from World Bank for health  #health																												0																																																																						0		
F	FNT	FN_TWT_IRAhandle_2313	Funding to fight Zika virus faces uphill battle in U.S. Senate  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2314	#mar RT mikandynothem: The moral of the story? Its easier for a city to come back from a nuclear bomb than 5 decades of Democrat control.â€_â€_																																																																															-2																					
F	FNT	FN_TWT_IRAhandle_2315	Obama Decries Violence Associated With Trump Rallies  #politics			-4						-4																																																																																											
F	FNT	FN_TWT_IRAhandle_2316	Gilead escapes liability in hepatitis C patent fight with Merck  #health																																																																																																		-6		
F	FNT	FN_TWT_IRAhandle_2317	Obama pushes state Medicaid expansion in healthcare hub Nashville  #health									0		0																																																																																							0		
F	FNT	FN_TWT_IRAhandle_2318	Trump VP List: 1. Pence 2. Christie 3. Gingrich: WaPost  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2319	Obama: No Iran Deal Meant Greater Chance of War  #politics									0																																				0																																																							
F	FNT	FN_TWT_IRAhandle_2320	"Drugs almost eliminate risk of sex with HIV positive partner, African study shows  #health"																																																																																																		1		
F	FNT	FN_TWT_IRAhandle_2321	J&J raises 2016 forecast; shares on track for record high  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2322	Biogen enters eye-treatment arena with AGTC deal  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2323	"Inside Candidate Trumpâ€™s $110,000 Hollywood Pension Disclosure  #politics"																																																																																																				
F	FNT	FN_TWT_IRAhandle_2324	"#topl RT Chris_1791: Union, feds at odds on countering surge in coal mine deaths https://t.co/e3HUFE0hrV via WashTimes â€_"	-3																																																																																																			
F	FNT	FN_TWT_IRAhandle_2325	Incoming Lilly CEO says dealmaking will be a focus  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2326	Britain says tests on suspected MERS cases prove negative  #health																																																																																																		-2		
F	FNT	FN_TWT_IRAhandle_2327	Ted Cruz Says Richard Nixons Ghost Is Smiling While Watching Obamas IRS  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2328	Cutting junior doctorsâ€™ hours may not lower risk of surgical deaths  #health																																																																																																		-5		
F	FNT	FN_TWT_IRAhandle_2329	Former Rubio Donors Turning to Others in Presidential Race  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2330	FDA warns of security flaw in Hospira infusion pumps  #health																																																								0																																										0		
F	FNT	FN_TWT_IRAhandle_2331	Free at Rio Olympics: 9 million forest-friendly condoms  #health																																																																																																		2		
F	FNT	FN_TWT_IRAhandle_2332	"Fitness apps data reveals American workout habits, most active states  #health"																										0																																								0																																0		
F	FNT	FN_TWT_IRAhandle_2333	"After coal, can better health save West Virginia?  #health"																																																																																																		2		
F	FNT	FN_TWT_IRAhandle_2334	Trump Turns Usually Secretive VP Search Into a Very Public Audition  #politics			0																																																																																																	
F	FNT	FN_TWT_IRAhandle_2335	#may McMaster and Susan Rice May Be Leading a Deep State Coup https://t.co/aRIyl0SQQb #mayy https://t.co/xN9szc6PMy	0										0																																																																																									
F	FNT	FN_TWT_IRAhandle_2336	U.S. government shifts $81 million to Zika vaccine research  #health													0																																																																																					0		
F	FNT	FN_TWT_IRAhandle_2337	India hits Nestle with $99 million lawsuit after noodle scare  #health																																																																																																		-6		
F	FNT	FN_TWT_IRAhandle_2338	First General-Election Trump Ad Hits Clinton on Immigration: NBC  #politics			0																			0										0																																																																				
F	FNT	FN_TWT_IRAhandle_2339	Walkerâ€™s Lead in Wis. Down to 25% From 40% in April: MU Law Poll  #politics															0																																																																																					
F	FNT	FN_TWT_IRAhandle_2340	Team Trump Hopes New Approach Will Slice Into Clintons Lead  #politics			2																																			2																																																														
F	FNT	FN_TWT_IRAhandle_2341	Drug price hikes can damage company reputations: White House  #health																																																							0																																											0		
F	FNT	FN_TWT_IRAhandle_2342	Clinton Is Wrong: Trump and Bush Do Differ onÂ Immigration  #politics			-4																			-4										-4																																																																				
F	FNT	FN_TWT_IRAhandle_2343	#topl RT Lis_aLouu: The entire heating and A/C system is being replaced at the White House. There FoxNews I fixed the headline for youâ€_ â€_																																																							0																																													
F	FNT	FN_TWT_IRAhandle_2344	"Cancer, transplant patients protest Venezuelas medicine shortages  #health"																																																																																																		-8		
F	FNT	FN_TWT_IRAhandle_2345	#topl RT jbwredsox: CAMPUS TRENDS: Social Engineering Rather than Actual Engineering. How is BIO-101 going to explain 7 genders. _Ÿ_” â€_																																																																																																				
F	FNT	FN_TWT_IRAhandle_2346	Online tools help people improve their health but need more study  #health				2																																																																																														2		
F	FNT	FN_TWT_IRAhandle_2347	Health insurer Aetnas profit rises 33 percent  #health																																																																																																		2		
F	FNT	FN_TWT_IRAhandle_2348	Graham: We Need President Who Understands Threats  #politics								-3																																																																																												
F	FNT	FN_TWT_IRAhandle_2349	â€˜Hamiltonâ€™ Producer Tells Senate Showâ€™s Tickets Are Too Pricey  #politics																																																																																																				
F	FNT	FN_TWT_IRAhandle_2350	Can â€˜electroacupunctureâ€™ ease constipation?  #health																																																																																																		0		
F	FNT	FN_TWT_IRAhandle_2351	Mediterranean diet plus olive oil may reduce breast cancer risk  #health																																																																																																		-6		
F	FNT	FN_TWT_IRAhandle_2352	"Study confirms Zika causes brain birth defects, questions remain  #health"																																																																																																		-2		
F	FNT	FN_TWT_IRAhandle_2353	Hillary Clinton barks like a dog to make a point about the GOP https://t.co/lnTm0is1VX —Å –ø–æ–º–æ—â—å—é @YouTube	2																	2				2																																																																														
F	FNT	FN_TWT_IRAhandle_2354	Dream Drives: Rare Roses Bloom At Wyck In Germantown https://t.co/QiQBphgUbv https://t.co/Yc768diG0C	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2355	"Employee, 2 others, nabbed in Radnor Chipotle drug bust https://t.co/qOCj1YaDBc https://t.co/LtZQ4bld37"	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2356	A 10-pin strike (maybe) as Comcast-backed $4B fund goes bowling https://t.co/5gHqiArjJv https://t.co/d1TFZlDJhF	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2357	Camden High School Students Who Beat The Odds Are Honored https://t.co/jjHibtXHHL https://t.co/dxtdTk7eg6	0																																																																		0																																	
